Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
HA7-RCC	Kidney Carcinoma	Kidney	SIDM00188	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002139	753558	HA7RCC_KIDNEY
BHY	Oral Cavity Carcinoma	Head and Neck	SIDM00986	Adherent	MSS	True	True	True	True	True	True	Head and Neck Squamous Cell Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000548	753535	BHY_UPPER_AERODIGESTIVE_TRACT
JAR	Other Solid Carcinomas	Placenta	SIDM01039	Adherent	MSS	True	True	True	False	True	True	Gestational Choriocarcinoma	Placenta	Female	White	Unknown	ACH-001529	907175	JAR_PLACENTA
451Lu	Melanoma	Skin	SIDM01240	Adherent	MSS	True	True	True	False	True	True	Melanoma	Unknown	Male	Unknown	Unknown	ACH-001002	1287706	451LU_SKIN
KMS-11	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00608	Unknown		False	True	True	True	True	True	Plasma Cell Myeloma	Pleural effusion	Female	East Asian	Unknown	ACH-000714	1659817	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ML-1	Thyroid Gland Carcinoma	Thyroid	SIDM00442	Adherent	MSS	True	True	True	False	False	True	Follicular Thyroid Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000058	1240178	ML1_THYROID
OV-17R	Ovarian Carcinoma	Ovary	SIDM00476	Adherent	MSS	True	True	True	False	True	True	Ovarian Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-001373	1480361	OV17R_OVARY
SNU-81	Colorectal Carcinoma	Large Intestine	SIDM00193	Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Colon	Male	East Asian	Unknown	ACH-000991	1660036	SNU81_LARGE_INTESTINE
OAW-28	Ovarian Carcinoma	Ovary	SIDM00481	Adherent	MSS	True	True	True	False	True	True	High Grade Ovarian Serous Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000116	946360	OAW28_OVARY
ES5	Ewing's Sarcoma	Bone	SIDM00263	Unknown	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Unknown	Male	Unknown	Unknown	ACH-002106	684057	ES5_BONE
RERF-LC-MS	Non-Small Cell Lung Carcinoma	Lung	SIDM00355	Unknown	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Unknown	Unknown	East Asian	Unknown	ACH-000062	910931	RERFLCMS_LUNG
EW-24	Ewing's Sarcoma	Bone	SIDM00195	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002117	949168	EW24_BONE
CW-2	Colorectal Carcinoma	Large Intestine	SIDM00282	Adherent	MSI	True	True	True	False	True	True	Colon Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-000998	910554	CW2_LARGE_INTESTINE
NCI-H2135	Non-Small Cell Lung Carcinoma	Lung	SIDM00700	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-001363	1298352	NCIH2135_LUNG
SU-DHL-1	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00390	Suspension	MSS	True	True	True	False	True	True	Anaplastic Large Cell Lymphoma	Pleural effusion	Male	Unknown	Unknown	ACH-000664	909742	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CAL-12T	Non-Small Cell Lung Carcinoma	Lung	SIDM00939	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000826	753540	CAL12T_LUNG
PCI-15A	Head and Neck Carcinoma	Head and Neck	SIDM00270	Unknown	MSS	True	True	True	True	True	True	Pyriform Fossa Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002294	1240204	PCI15A_UPPER_AERODIGESTIVE_TRACT
OMC-1	Cervical Carcinoma	Cervix	SIDM00240	Adherent	MSS	True	True	True	False	True	True	Cervical Squamous Cell Carcinoma	Lymph Node	Female	East Asian	Unknown	ACH-002180	949154	OMC1_CERVIX
YT	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00410	Suspension	MSS	True	True	True	False	True	True	Natural Killer Cell Lymphoblastic Leukemia Lymphoma	Pericardial fluid	Male	Unknown	Unknown	ACH-002317	946358	YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H1436	Small Cell Lung Carcinoma	Lung	SIDM00697	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-000830	908469	NCIH1436_LUNG
CML-T1	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00958	Suspension	MSS	True	True	True	False	True	True	Chronic Myelogenous Leukemia	Peripheral Blood	Female	Unknown	Unknown	ACH-000920	910951	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
D-247MG	Glioblastoma	Central Nervous System	SIDM00622	Unknown	MSS	True	True	True	False	True	True	Gliosarcoma	Unknown	Female	Unknown	Unknown	ACH-002224	946367	D247MG_CENTRAL_NERVOUS_SYSTEM
GR-ST	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01259	Suspension	MSI	True	True	True	False	True	True	Childhood Precursor B Lymphoblastic Leukemia	Unknown	Male	Unknown	Unknown	ACH-002238	906877	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MHH-NB-11	Neuroblastoma	Peripheral Nervous System	SIDM00387	Adherent	MSS	True	True	True	False	True	True	Neuroblastoma	Adrenal Tissue	Male	White	Unknown	ACH-000078	908135	MHHNB11_AUTONOMIC_GANGLIA
RKO	Colorectal Carcinoma	Large Intestine	SIDM01090	Adherent	MSI	True	True	True	True	False	True	Colon Carcinoma	Colon	Unknown	Unknown	Unknown	ACH-000943	909698	RKO_LARGE_INTESTINE
LK-2	Squamous Cell Lung Carcinoma	Lung	SIDM00548	Adherent	MSS	True	True	True	True	True	True	Squamous Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000769	687787	LK2_LUNG
BC-3	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00895	Suspension	MSS	True	True	True	False	True	True	Primary Effusion Lymphoma	Pleural Effusion	Male	White	Unknown	ACH-002215	910918	BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DSH1	Bladder Carcinoma	Bladder	SIDM00970	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002235	753552	DSH1_URINARY_TRACT
Becker	Glioma	Central Nervous System	SIDM00490	Adherent	MSS	True	True	True	True	True	True	Astrocytoma	Unknown	Male	Unknown	Unknown	ACH-001016	906746	BECKER_CENTRAL_NERVOUS_SYSTEM
NCI-H2444	Non-Small Cell Lung Carcinoma	Lung	SIDM00723	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000186	1298356	NCIH2444_LUNG
EW-11	Ewing's Sarcoma	Bone	SIDM00203	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Unknown	Female	Unknown	Unknown	ACH-002111	684062	EW11_BONE
Calu-3	Non-Small Cell Lung Carcinoma	Lung	SIDM00922	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000392	687777	CALU3_LUNG
22RV1	Prostate Carcinoma	Prostate	SIDM00499	Adherent	MSI	True	True	True	True	True	True	Prostate Carcinoma	Prostate	Male	Unknown	Unknown	ACH-000956	924100	22RV1_PROSTATE
SBC-3	Small Cell Lung Carcinoma	Lung	SIDM00367	Unknown	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002197	753610	SBC3_LUNG
C-33-A	Cervical Carcinoma	Cervix	SIDM00889	Adherent	MSI	True	True	True	False	True	True	Cervical Squamous Cell Carcinoma	Cervix	Female	White	Unknown	ACH-001333	687505	C33A_CERVIX
LOUCY	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00342	Suspension	MSS	True	True	True	False	True	True	Adult Precursor T Lymphoblastic Leukemia	Peripheral blood	Female	Unknown	Unknown	ACH-000104	907789	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LU-65	Non-Small Cell Lung Carcinoma	Lung	SIDM00547	Unknown	MSS	True	True	True	True	True	True	Giant Cell Lung Carcinoma	Lung	Male	East Asian	Unknown	ACH-000438	724863	LU65_LUNG
VAL	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00416	Suspension	MSS	True	True	True	False	True	True	Diffuse Large B-Cell Lymphoma	Bone marrow	Female	Unknown	Unknown	ACH-001703	1331048	VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KALS-1	Glioblastoma	Central Nervous System	SIDM00613	Unknown	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000231	907271	KALS1_CENTRAL_NERVOUS_SYSTEM
QIMR-WIL	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00467	Suspension	MSS	True	True	True	False	False	True	Acute Myeloid Leukemia	Peripheral blood	Unknown	Unknown	Unknown	ACH-002299	910545	QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SNU-61	Colorectal Carcinoma	Large Intestine	SIDM00194	Adherent	MSS	True	True	True	True	True	True	Rectal Adenocarcinoma	Liver	Male	East Asian	Unknown	ACH-000532	1660035	SNU61_LARGE_INTESTINE
SR	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM00096	Suspension	MSS	True	True	True	False	True	True	Adult Immunoblastic Lymphoma	Pleural Effusion	Male	White	Unknown	ACH-000338;ACH-000338	905965	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A2780	Ovarian Carcinoma	Ovary	SIDM00210	Adherent	MSS	True	True	True	True	True	True	Ovarian Endometrioid Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000657	906804	A2780_OVARY
A388	Other Solid Carcinomas	Skin	SIDM00794	Adherent	MSS	True	True	True	False	True	True	Squamous Cell Carcinoma	Lymph node	Male	Unknown	Unknown	ACH-001442	910697	A388_SKIN
SNB75	Glioblastoma	Central Nervous System	SIDM00095	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000504	905982	SNB75_CENTRAL_NERVOUS_SYSTEM
SW1088	Glioma	Central Nervous System	SIDM01155	Adherent	MSS	True	True	True	True	True	True	Astrocytoma	Brain	Male	White	Unknown	ACH-000437	909745	SW1088_CENTRAL_NERVOUS_SYSTEM
YKG-1	Glioblastoma	Central Nervous System	SIDM00315	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000570	687592	YKG1_CENTRAL_NERVOUS_SYSTEM
MZ2-MEL	Melanoma	Skin	SIDM00179	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002165	971777	MZ2MEL_SKIN
NCI-H1437	Non-Small Cell Lung Carcinoma	Lung	SIDM00734	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000589	687794	NCIH1437_LUNG
MKN7	Gastric Carcinoma	Stomach	SIDM00560	Unknown	MSS	True	True	True	False	True	True	Gastric Tubular Adenocarcinoma	Stomach	Unknown	Unknown	Unknown	ACH-000678	924250	MKN7_STOMACH
G-MEL	Melanoma	Skin	SIDM00129	Unknown	MSS	True	True	True	False	True	True	Cutaneous Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002121	1240130	GMEL_SKIN
MEG-01	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00526	Semi-Adherent	MSS	True	True	True	False	True	True	Chronic Myelogenous Leukemia	Bone Marrow	Male	Unknown	Unknown	ACH-000072	908126	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SW48	Colorectal Carcinoma	Large Intestine	SIDM00837	Adherent	MSI	True	True	True	True	True	True	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-000958	909751	SW48_LARGE_INTESTINE
RCC-FG2	Kidney Carcinoma	Kidney	SIDM00819	Adherent	MSS	True	True	True	True	False	True	Clear Cell Renal Cell Carcinoma	Unknown	Male	White	Unknown	ACH-002189	1524414	RCCFG2_KIDNEY
NALM-6	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00429	Suspension	MSI	True	True	True	False	True	True	Adult Precursor B Lymphoblastic Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000938	908158	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
REH	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00447	Suspension	MSI	True	True	True	False	True	True	Childhood Precursor B Lymphoblastic Leukemia	Peripheral blood	Female	Arabic	Unknown	ACH-000960	909696	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MG-63	Osteosarcoma	Bone	SIDM00525	Adherent	MSS	True	True	True	False	True	True	Osteosarcoma	Unknown	Male	Unknown	Unknown	ACH-000359	908131	MG63_BONE
M059J	Glioblastoma	Central Nervous System	SIDM00659	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Brain	Male	Unknown	Unknown	ACH-001118	949094	M059J_CENTRAL_NERVOUS_SYSTEM
KS-1	Glioblastoma	Central Nervous System	SIDM00555	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-000631	907313	KS1_CENTRAL_NERVOUS_SYSTEM
EW-22	Ewing's Sarcoma	Bone	SIDM00196	Unknown	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002116	949167	EW22_BONE
LS1034	Colorectal Carcinoma	Large Intestine	SIDM00681	Adherent	MSS	True	True	True	True	True	True	Cecum Adenocarcinoma	Cecum	Male	White	Unknown	ACH-000252	917486	LS1034_LARGE_INTESTINE
HD-MY-Z	Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM01063	Unknown	MSS	True	True	True	False	True	True	Hodgkin's Lymphoma	Pleural effusion	Unknown	Unknown	Unknown	ACH-000190	907050	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
YMB-1-E	Breast Carcinoma	Breast	SIDM01261	Unknown	MSS	True	False	True	False	False	True	Invasive Ductal Carcinoma not Otherwise Specified	Ascites	Female	White	Unknown	ACH-002208	1303911	YMB1E_BREAST
UACC-893	Breast Carcinoma	Breast	SIDM01186	Adherent	MSS	True	True	True	True	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Mammary gland	Female	White	Unknown	ACH-000554	909778	UACC893_BREAST
KATOIII	Gastric Carcinoma	Stomach	SIDM00687	Semi-Adherent	MSS	True	True	True	True	True	True	Signet Ring Cell Gastric Adenocarcinoma	Pleural effusion	Male	Unknown	Unknown	ACH-000793	907276	KATOIII_STOMACH
NCI-H2595	Mesothelioma	Lung	SIDM00100	Unknown	MSS	True	True	True	False	True	True	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002127	1240132	H2595_PLEURA
GAK	Melanoma	Skin	SIDM00543	Adherent	MSS	True	True	True	False	True	True	Vulvar Melanoma	Inguinal lymph node	Female	East Asian	Unknown	ACH-002120	910932	GAK_SKIN
AMO-1	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM00993	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Ascites	Female	Unknown	Unknown	ACH-000838	1295741	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NB17	Neuroblastoma	Peripheral Nervous System	SIDM00255	Unknown	MSS	True	True	True	True	True	True	Neuroblastoma	Unknown	Female	Unknown	Unknown	ACH-002282	949175	NB17_AUTONOMIC_GANGLIA
T-T	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00322	Unknown	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Oesophagus	Male	Unknown	Unknown	ACH-000561	1299064	TT_OESOPHAGUS
SK-GT-4	Esophageal Carcinoma	Esophagus	SIDM00483	Adherent	MSS	True	True	True	True	True	True	Esophageal Adenocarcinoma	Esophagus	Male	White	Unknown	ACH-001654	1503365	SKGT4_OESOPHAGUS
HARA	Squamous Cell Lung Carcinoma	Lung	SIDM00598	Unknown	MSS	True	True	True	True	True	True	Squamous Cell Lung Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000843	1240142	HARA_LUNG
LU-134-A	Small Cell Lung Carcinoma	Lung	SIDM00296	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lung	Male	East Asian	Unknown	ACH-002051	753588	LU134A_LUNG
CAL-72	Osteosarcoma	Bone	SIDM00930	Adherent	MSS	True	True	True	True	True	True	Osteosarcoma	Left knee	Male	Unknown	Unknown	ACH-001715	906827	CAL72_BONE
TE-15	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00249	Adherent	MSS	True	True	True	False	True	True	Esophageal Squamous Cell Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000353	753614	TE15_OESOPHAGUS
PEO1	Ovarian Carcinoma	Ovary	SIDM00472	Adherent	MSS	True	True	True	True	True	True	Ovarian Cystadenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-001630	1480372	PEO1_OVARY
NY	Osteosarcoma	Bone	SIDM00569	Unknown	MSS	True	True	True	False	True	True	Osteosarcoma	Femur	Unknown	Unknown	Unknown	ACH-002178	910849	NY_BONE
Mewo	Melanoma	Skin	SIDM00545	Adherent	MSS	True	True	True	False	False	True	Melanoma	Lymph node	Male	White	Unknown	ACH-000987	908128	MEWO_SKIN
MPP-89	Mesothelioma	Lung	SIDM00222	Adherent	MSS	True	True	True	False	True	True	Pleural Epithelioid Mesothelioma	Unknown	Male	Unknown	Unknown	ACH-000319	908150	MPP89_PLEURA
T84	Colorectal Carcinoma	Large Intestine	SIDM00782	Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Lung	Male	Unknown	Unknown	ACH-000381	909761	T84_LARGE_INTESTINE
EFO-21	Ovarian Carcinoma	Ovary	SIDM01052	Adherent	MSS	True	True	True	True	True	True	Ovarian Cystadenocarcinoma	Ascites	Female	White	Unknown	ACH-000308	911905	EFO21_OVARY
KELLY	Neuroblastoma	Peripheral Nervous System	SIDM01009	Adherent	MSS	True	True	True	False	True	True	Neuroblastoma	Unknown	Unknown	Unknown	Unknown	ACH-000259	753618	KELLY_AUTONOMIC_GANGLIA
DND-41	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00946	Suspension	MSI	True	True	True	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Peripheral Blood	Male	Unknown	Unknown	ACH-000981	1297446	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOK	Oral Cavity Carcinoma	Head and Neck	SIDM00540	Adherent	MSS	True	True	True	True	True	True	Oral Dysplasia	Tongue	Male	White	Unknown	ACH-002234	910936	DOK_UPPER_AERODIGESTIVE_TRACT
CGTH-W-1	Thyroid Gland Carcinoma	Thyroid	SIDM01248	Unknown	MSS	True	True	True	False	True	True	Squamous Cell Thyroid Gland Carcinoma	Unknown	Male	White	Unknown	ACH-001023	910568	CGTHW1_THYROID
MDA-MB-157	Breast Carcinoma	Breast	SIDM00529	Adherent	MSS	True	True	True	False	True	True	Breast Carcinoma	Pleural effusion	Female	Black	Unknown	ACH-000621	925338	MDAMB157_BREAST
OCI-AML3	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00462	Suspension	MSS	True	True	True	True	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-000336	1290455	OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RPMI-6666	Non-Cancerous	Haematopoietic and Lymphoid	SIDM00813	Suspension	MSS	True	True	True	False	False	True	Non-Cancerous	Peripheral Blood	Male	White	Unknown	ACH-001182	909701	RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OE33	Esophageal Carcinoma	Esophagus	SIDM00477	Adherent	MSS	True	True	True	True	True	True	Barrett s Adenocarcinoma	Esophagus	Female	White	Unknown	ACH-000383	910549	OE33_OESOPHAGUS
Saos-2	Osteosarcoma	Bone	SIDM01084	Adherent	MSS	True	True	True	False	True	True	Osteosarcoma	Bone	Female	White	Unknown	ACH-000410	909707	SAOS2_BONE
HCC-78	Non-Small Cell Lung Carcinoma	Lung	SIDM01068	Adherent	MSS	True	True	True	True	True	True	Lung Adenocarcinoma	Pleural effusion	Male	Unknown	Unknown	ACH-000562	1290908	HCC78_LUNG
ME-1	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00338	Suspension	MSS	True	True	True	False	True	True	Adult Acute Myeloid Leukemia	Peripheral blood	Male	East Asian	Unknown	ACH-000439	1330942	ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB2	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00863	Suspension	MSS	True	True	True	False	True	True	Epstein-Barr Virus-Related Burkitt s Lymphoma	Ovary	Female	Black	Unknown	ACH-001064	906846	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CaR-1	Colorectal Carcinoma	Large Intestine	SIDM00488	Adherent	MSS	True	True	True	False	True	True	Rectal Adenocarcinoma	Rectum	Unknown	Unknown	Unknown	ACH-002345	924108	CAR1_LARGE_INTESTINE
EB-3	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM00793	Suspension	MSS	True	True	True	False	True	True	Epstein-Barr Virus-Related Burkitt s Lymphoma	Unknown	Male	Black	Unknown	ACH-002236	906847	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
769-P	Kidney Carcinoma	Kidney	SIDM00803	Adherent	MSS	True	True	True	True	True	True	Clear Cell Renal Cell Carcinoma	Kidney	Female	White	Unknown	ACH-000411	910922	769P_KIDNEY
MOG-G-CCM	Glioma	Central Nervous System	SIDM00532	Adherent	MSS	True	True	True	False	True	True	Anaplastic Astrocytoma	Brain	Unknown	Unknown	Unknown	ACH-001125	908144	MOGGCCM_CENTRAL_NERVOUS_SYSTEM
LS-123	Colorectal Carcinoma	Large Intestine	SIDM00776	Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Colon	Female	White	Unknown	ACH-000501	907792	LS123_LARGE_INTESTINE
A673	Ewing's Sarcoma	Bone	SIDM00848	Adherent	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Muscle	Female	Unknown	Unknown	ACH-000052	684052	A673_BONE
CAL-54	Kidney Carcinoma	Kidney	SIDM00932	Adherent	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Pleural Effusion	Male	Unknown	Unknown	ACH-000457	910952	CAL54_KIDNEY
NCCIT	Other Solid Carcinomas	Testis	SIDM00655	Adherent	MSS	True	True	True	False	True	False	Testicular Embryonal Carcinoma	Mediastinum	Male	East Asian	Unknown	ACH-001578	908441	NCCIT_TESTIS
CAMA-1	Breast Carcinoma	Breast	SIDM00920	Adherent	MSS	True	True	True	False	True	True	Breast Adenocarcinoma	Pleural Effusion	Female	White	Unknown	ACH-000783	946382	CAMA1_BREAST
OCUM-1	Gastric Carcinoma	Stomach	SIDM00568	Unknown	MSS	True	True	True	False	False	True	Signet Ring Cell Gastric Adenocarcinoma	Unknown	Female	East Asian	Unknown	ACH-000247	1298358	OCUM1_STOMACH
Ramos-2G6-4C10	Burkitt's Lymphoma	Haematopoietic and Lymphoid	SIDM01247	Suspension	MSS	True	True	True	False	True	True	Burkitt's Lymphoma	Unknown	Male	White	Unknown	ACH-002300	910401	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H2029	Small Cell Lung Carcinoma	Lung	SIDM00735	Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node	Female	White	Unknown	ACH-000298	688011	NCIH2029_LUNG
ES7	Ewing's Sarcoma	Bone	SIDM00269	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Unknown	Male	Unknown	Unknown	ACH-002108	684059	ES7_BONE
NCI-H929	Plasma Cell Myeloma	Haematopoietic and Lymphoid	SIDM01148	Suspension	MSS	True	True	True	False	True	True	Plasma Cell Myeloma	Pleural Effusion	Female	White	Unknown	ACH-000050	724825	NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DOV13	Ovarian Carcinoma	Ovary	SIDM00969	Adherent	MSS	True	True	True	True	True	True	Ovarian Adenocarcinoma	Unknown	Female	Unknown	Unknown		1479987	
SNU-C1	Colorectal Carcinoma	Large Intestine	SIDM01197	Suspension	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Peritoneum	Male	East Asian	Unknown	ACH-000722	910905	SNUC1_LARGE_INTESTINE
KYAE-1	Esophageal Carcinoma	Esophagus	SIDM00530	Adherent	MSS	True	True	True	True	True	True	Esophageal Adenocarcinoma	Esophagus	Male	Unknown	Unknown	ACH-001544	1503368	KYAE1_OESOPHAGUS
SJSA-1	Osteosarcoma	Bone	SIDM01112	Adherent	MSS	True	True	True	True	True	True	Osteosarcoma	Femur	Male	Black	Unknown	ACH-000748	909717	SJSA1_BONE
COLO-320-HSR	Colorectal Carcinoma	Large Intestine	SIDM00842	Semi-Adherent	MSS	True	True	True	True	True	True	Colon Adenocarcinoma	Unknown	Female	White	Unknown		910569	
NCI-H1299	Non-Small Cell Lung Carcinoma	Lung	SIDM00649	Adherent	MSS	True	True	True	True	True	True	Large Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-000510	724831	NCIH1299_LUNG
LAN-6	Neuroblastoma	Peripheral Nervous System	SIDM00330	Semi-Adherent	MSS	True	True	True	False	True	True	Neuroblastoma	Bone marrow	Male	Unknown	Unknown	ACH-001355	949170	LAN6_AUTONOMIC_GANGLIA
KINGS-1	Glioma	Central Nervous System	SIDM00612	Unknown	MSS	True	True	True	True	True	True	Anaplastic Astrocytoma	Unknown	Male	Unknown	Unknown	ACH-002257	907279	KINGS1_CENTRAL_NERVOUS_SYSTEM
KMRC-1	Kidney Carcinoma	Kidney	SIDM00611	Adherent	MSS	True	True	True	False	False	True	Clear Cell Renal Cell Carcinoma	Kidney	Male	East Asian	Unknown	ACH-000684	1298168	KMRC1_KIDNEY
